Latitude,Longitude,Station,Departement,Region,Annee,Supercifie_Topographique
44.375055861,-0.673633862,La Petite Leyre à Belhade,Landes,Nouvelle-Aquitaine,1992-01-01,
44.470602113,-0.792652266,La Leyre à Belin Beliet,Gironde,Nouvelle-Aquitaine,2005-01-01,
45.05601157,-0.745113091,La Jalle de Castelnau à Moulis en Médoc,Gironde,Nouvelle-Aquitaine,2004-01-01,
42.849282942,0.735863431,La Garonne au Pont du Roi,Haute-Garonne,Occitanie,1971-01-01,
42.852679219,0.602333509,La Pique à Cier de Luchon,Haute-Garonne,Occitanie,1993-01-01,
43.097693069,0.706309886,La Garonne à Valentine,Haute-Garonne,Occitanie,1972-01-01,
42.917018719,0.804923152,Le Ger à Boutx,Haute-Garonne,Occitanie,2007-01-01,
43.094456213,0.841394789,La Garonne à Labarthe Inard,Haute-Garonne,Occitanie,1971-01-01,
42.897536664,1.31495054,L'Arac à Biert,Ariège,Occitanie,2007-01-01,
42.956800285,1.197705399,Le Nert en aval de Rivèrenert,Ariège,Occitanie,2007-01-01,
43.17017534,1.11771413,Le Volp au Plan,Haute-Garonne,Occitanie,2007-01-01,
43.084018782,1.373930444,L'Arize au Mas d'Azil,Ariège,Occitanie,2007-01-01,
43.104881447,1.247176815,Le Montbrun en amont de Montbrun Bocage,Haute-Garonne,Occitanie,2005-01-01,
43.303074173,1.133384155,La Louge à l'aval du Fousseret,Haute-Garonne,Occitanie,1972-01-01,
43.512148118,1.387766337,La Garonne en amont de l'Ariège,Haute-Garonne,Occitanie,1971-01-01,
42.738056158,1.793430488,L'Ariège en aval d'Ax les Thermes,Ariège,Occitanie,1993-01-01,
42.9189937,1.500323854,Le Ruisseau de Roques à Brassac,Ariège,Occitanie,2007-01-01,
43.183619401,1.599169092,L'Ariège au Vernet,Ariège,Occitanie,1975-01-01,
42.894446288,1.793543669,Le Touyre à Montferrier,Ariège,Occitanie,2007-01-01,
43.040627859,1.932144706,Le Touyre en amont de l'Hers,Ariège,Occitanie,2007-01-01,
43.09806599,1.744972207,Le Grand Hers à Vals,Ariège,Occitanie,1975-01-01,
43.310764293,1.532947423,L'Ariège à Cintegabelle,Haute-Garonne,Occitanie,1975-01-01,
43.460528595,1.420603568,L'Ariège à Clermont-le-Fort,Haute-Garonne,Occitanie,2007-01-01,
43.280639713,1.352968736,La Lèze à Lézat-sur-Lèze,Ariège,Occitanie,2004-01-01,
43.546455286,1.799080259,La Vendinelle à Loubens-Lauragais,Haute-Garonne,Occitanie,2007-01-01,
43.853893154,1.242985923,La Garonne à Verdun-sur-Garonne,Tarn-et-Garonne,Occitanie,1973-01-01,
43.879196926,1.145636111,Le Lambon à St-Sardos,Tarn-et-Garonne,Occitanie,2007-01-01,
43.952915897,1.171936814,La Garonne à Bourret,Tarn-et-Garonne,Occitanie,1986-01-01,
43.972484074,1.120824999,La Gimone à Lafitte,Tarn-et-Garonne,Occitanie,1971-01-01,
44.02253852,1.079399006,La Garonne à St-Aignan,Tarn-et-Garonne,Occitanie,1971-01-01,
44.267730364,3.758628632,La Mimente à Cassagnas,Lozère,Occitanie,2005-01-01,
44.159646037,3.610921936,Le Tarnon en amont de Rousses,Lozère,Occitanie,2005-01-01,
44.226892837,3.592968577,Le Baumale en amont de Vebron,Lozère,Occitanie,2005-01-01,
44.197402451,3.475077863,La Jonte en aval de Gatuzières,Lozère,Occitanie,2005-01-01,
44.07537024,3.491413062,La Dourbie en amont de Dourbies,Gard,Occitanie,2005-01-01,
44.107257641,3.13749258,La Dourbie au niveau de Monna,Aveyron,Occitanie,1971-01-01,
44.102089631,3.086332525,Le Tarn à l'amont de Millau,Aveyron,Occitanie,1971-01-01,
44.036866054,2.964668153,Le Cernon à Saint-Rome de Cernon,Aveyron,Occitanie,2007-01-01,
44.05806847,2.902239594,Le Tarn à St-Rome du Tarn,Aveyron,Occitanie,1975-01-01,
43.9976086,2.621988744,Le Tarn à Brousse le Chateau,Aveyron,Occitanie,1971-01-01,
43.926214483,2.544500156,Le Rance à Plaisance,Tarn,Occitanie,1971-01-01,
43.796049982,1.693817666,Le Tarn en aval de Rabastens,Tarn,Occitanie,1971-01-01,
43.54026079,2.264755717,Le Thoré à Labruguière,Tarn,Occitanie,1971-01-01,
43.76627867,2.316885583,Le Dadou à Larroque,Tarn,Occitanie,1987-01-01,
43.776631492,1.688112674,L'Agout à St-Sulpice,Tarn,Occitanie,1971-01-01,
43.989029897,1.390547037,Le Tescou en aval de Saint Nauphary,Tarn-et-Garonne,Occitanie,1992-01-01,
44.366787788,2.888618524,L'Aveyron à Lugans,Aveyron,Occitanie,1971-01-01,
44.337952323,2.493253108,L'Aveyron à Druelle,Aveyron,Occitanie,1971-01-01,
44.285613077,2.001092635,L'Aveyron à Floirac,Aveyron,Occitanie,1971-01-01,
44.296333618,2.838236221,Le Viaur à Ségur,Aveyron,Occitanie,2007-01-01,
44.221783751,1.853066882,La Seye à La Rouquette,Tarn-et-Garonne,Occitanie,2002-01-01,
44.129249137,1.819439991,L'Aveyron à Féneyrols,Tarn-et-Garonne,Occitanie,1971-01-01,
43.973045934,1.791714814,La Vère en aval de Castelnau de Montmiral,Tarn,Occitanie,2006-01-01,
44.118306439,1.472825554,La Lère à Réalville,Tarn-et-Garonne,Occitanie,1975-01-01,
44.082827476,1.348030494,L'Aveyron à Loubéjac,Tarn-et-Garonne,Occitanie,1971-01-01,
44.136734896,1.203829773,Le Lemboulas à Lunel,Tarn-et-Garonne,Occitanie,1992-01-01,
44.091354789,1.102034196,Le Tarn à Moissac,Tarn-et-Garonne,Occitanie,1971-01-01,
43.977373862,0.853446689,Le Camezon au lieu dit Lamarion,Tarn-et-Garonne,Occitanie,1999-01-01,
44.169251315,0.996797487,La Barguelonne à Fourquet,Tarn-et-Garonne,Occitanie,1992-01-01,
44.123429432,0.817934051,La Garonne à Lamagistère,Tarn-et-Garonne,Occitanie,1971-01-01,
43.908690337,0.729260457,L'Auroue en amont de l'Isle-Bouzon,Gers,Occitanie,2007-01-01,
44.193144779,0.916412984,La Séoune à Montjoi,Tarn-et-Garonne,Occitanie,1995-01-01,
43.283505043,0.542102913,Le Gers en aval d'Aries-Espénan,Hautes-Pyrénées,Occitanie,2007-01-01,
44.28711827,0.643023413,Le Bourbon à Laugnac,Lot-et-Garonne,Nouvelle-Aquitaine,2001-01-01,
43.298656317,0.465526088,La Petite Baïse à Puntous,Hautes-Pyrénées,Occitanie,1971-01-01,
44.017501896,0.061951179,Le Rimbez en amont du Petit Rimbez,Landes,Nouvelle-Aquitaine,2007-01-01,
43.530565537,0.335757933,L'Osse à Monclar,Gers,Occitanie,2007-01-01,
44.226918243,0.334000327,La Grande Baïse en aval de Vianne,Lot-et-Garonne,Nouvelle-Aquitaine,1997-01-01,
44.288821633,0.320431714,La Garonne en amont du Lot,Lot-et-Garonne,Nouvelle-Aquitaine,1971-01-01,
44.491426629,3.245665447,La Colagne à Marvejols (Pont de la N88 à Moriés),Lozère,Occitanie,1971-01-01,
44.530304038,2.79218471,La Boralde Flaujaguèse en amont d'Espalion,Aveyron,Occitanie,2005-01-01,
44.641562372,2.569437145,Le lot à Entraygues,Aveyron,Occitanie,1971-01-01,
44.72056007,3.525180274,La Truyère en amont de La Villedieu,Lozère,Occitanie,2007-01-01,
44.962439466,2.926558797,L'Epie au niveau d'Oradour,Cantal,Auvergne-Rhône-Alpes,2005-01-01,
44.685945081,2.837887107,La Selves à Laguiole,Aveyron,Occitanie,2007-01-01,
44.649836503,2.567267769,La Truyère à Entraygues,Aveyron,Occitanie,1971-01-01,
44.631971781,2.355843884,Le Dourdou à Grand Vabre,Aveyron,Occitanie,1971-01-01,
44.585519887,2.229703705,Le Lot à Livinhac,Aveyron,Occitanie,1971-01-01,
44.519284356,1.95854299,Le Lot à St-Pierre Toirac,Aveyron,Occitanie,1974-01-01,
44.507662154,1.657723635,Le Célé à Cabrerets (Pont de Cabrerets),Lot,Occitanie,1971-01-01,
44.358111686,0.381491045,Le Lot à Clairac,Lot-et-Garonne,Nouvelle-Aquitaine,1971-01-01,
44.271148252,0.189836967,L'Ourbise à Caubeyres,Lot-et-Garonne,Nouvelle-Aquitaine,2001-01-01,
44.509563595,0.081872311,La Garonne à Couthures,Lot-et-Garonne,Nouvelle-Aquitaine,1971-01-01,
44.631949799,-0.0333965,Le Dropt à Loubens,Gironde,Nouvelle-Aquitaine,1975-01-01,
44.612716936,-0.087000255,Le Vignague à Morizès,Gironde,Nouvelle-Aquitaine,2004-01-01,
45.474512781,2.744828768,La Tarentaine au niveau de Picherande,Puy-de-Dôme,Auvergne-Rhône-Alpes,2005-01-01,
45.692319386,2.164193238,La Diège au Moulin de Beaune,Corrèze,Nouvelle-Aquitaine,2001-01-01,
45.185112129,2.569765818,Le Mars au Vaulmier,Cantal,Auvergne-Rhône-Alpes,2007-01-01,
45.053050395,1.989489783,Le Ruisseau du Peyret,Corrèze,Nouvelle-Aquitaine,2007-01-01,
44.965399623,2.615220376,La Cère à Comblat le Pont,Cantal,Auvergne-Rhône-Alpes,1971-01-01,
44.88214324,2.350414975,La Cère à Sansac,Cantal,Auvergne-Rhône-Alpes,1971-01-01,
44.83777212,2.011192551,Le Tolerme en amont du Moulin de Bray,Lot,Occitanie,2006-01-01,
44.915655835,1.743605132,La Dordogne à Carennac,Lot,Occitanie,1975-01-01,
44.805941762,1.204160284,La Dordogne à Cenac,Dordogne,Nouvelle-Aquitaine,1971-01-01,
45.61187546,1.95620189,La Vézère à Orlianges,Corrèze,Nouvelle-Aquitaine,1997-01-01,
45.561545331,1.675177497,Le Bradascou à Meilhards,Corrèze,Nouvelle-Aquitaine,2005-01-01,
45.538758422,1.90038464,La Corrèze de Pradines à Gourdon Murat,Corrèze,Nouvelle-Aquitaine,2005-01-01,
45.4687812,1.946897981,La Corrèze à St-Yrieix-le-Déjalat,Corrèze,Nouvelle-Aquitaine,2005-01-01,
45.137660364,1.26858846,L'Elle à Lavilledieu,Dordogne,Nouvelle-Aquitaine,2007-01-01,
45.109914706,1.123462254,La Laurence en amont d'Auriac-du-Périgord,Dordogne,Nouvelle-Aquitaine,2007-01-01,
45.020287178,1.117335675,La Vézère à Thonac,Dordogne,Nouvelle-Aquitaine,1971-01-01,
45.036211428,1.105710988,Le Thonac à La Gibordie,Dordogne,Nouvelle-Aquitaine,2007-01-01,
44.804103805,0.730485156,La Couze à Bayac,Dordogne,Nouvelle-Aquitaine,1971-01-01,
44.89919232,0.600679737,Le Caudeau au Pont de Monsac,Dordogne,Nouvelle-Aquitaine,2007-01-01,
44.839642336,0.332017762,La Dordogne en aval de Bergerac (Pont de la D4),Dordogne,Nouvelle-Aquitaine,1971-01-01,
45.029723524,0.246817807,L'Isle à Bénevent,Dordogne,Nouvelle-Aquitaine,1971-01-01,
45.47141379,0.722421231,La Dronne à St-Front La Rivière,Dordogne,Nouvelle-Aquitaine,1971-01-01,
45.334452331,0.616879957,La Dronne à Valeuil,Dordogne,Nouvelle-Aquitaine,1975-01-01,
44.866575207,-0.337426687,Le Gestas à St Germain du Puch,Gironde,Nouvelle-Aquitaine,2005-01-01,
45.242388177,-0.578544911,La Livenne à St Aubin de Blaye,Gironde,Nouvelle-Aquitaine,2004-01-01,
45.665485296,-0.912102425,La Seudre à Saujon (Amont immédiat de Saujon),Charente-Maritime,Nouvelle-Aquitaine,1971-01-01,
45.84730468,0.637330166,La Charente à Suris,Charente,Nouvelle-Aquitaine,2000-01-01,
45.960492483,0.25553416,L'Argent-Or à Poursac,Charente,Nouvelle-Aquitaine,2000-01-01,
45.873890309,0.207215283,La Bonnieure à Puygelier,Charente,Nouvelle-Aquitaine,2000-01-01,
45.678465734,0.153785593,La Charente à Roffit,Charente,Nouvelle-Aquitaine,1971-01-01,
45.669711338,0.160366429,La Touvre au Gond-Pontouvre,Charente,Nouvelle-Aquitaine,1975-01-01,
45.480210568,0.055176234,Le Né au Moulin de Lussaud,Charente,Nouvelle-Aquitaine,2000-01-01,
45.388740494,-0.309880913,Le Pharaon à St-Pardon,Charente-Maritime,Nouvelle-Aquitaine,1971-01-01,
45.450690136,-0.458065669,La Seugne à St-Germain de Lusignan,Charente-Maritime,Nouvelle-Aquitaine,1971-01-01,
45.594717207,-0.536477788,La Seugne au Château Renaud,Charente-Maritime,Nouvelle-Aquitaine,1993-01-01,
45.864229714,-0.644330792,Le Bramerit en aval de Grandjean (Lieu-dit Chez Ferret),Charente-Maritime,Nouvelle-Aquitaine,2005-01-01,
46.144139813,-0.217514801,La Boutonne au Pont de Brioux,Deux-Sèvres,Nouvelle-Aquitaine,1975-01-01,
45.821296585,-0.867175407,L'Arnoult en amont de Pont l'Abbé d'Arnoult,Charente-Maritime,Nouvelle-Aquitaine,2004-01-01,
48.025968339,-0.196637394,R PALAIS A JOUE-EN-CHARNIE,Sarthe,Pays de la Loire,1900-01-01,
48.394628125,0.256151743,RAU NEUFCHATEL-EN-SAOSNOIS À NEUFCHATEL-EN-SAOSNOIS,Sarthe,Pays de la Loire,1900-01-01,
46.106456393,3.014565678,R SIOULE A CHOUVIGNY,Allier,Auvergne-Rhône-Alpes,1900-01-01,
47.580344159,-2.126010758,VILAINE à RIEUX,Morbihan,Bretagne,1900-01-01,
47.621738536,-1.797583552,DON à GUEMENE-PENFAO,Loire-Atlantique,Pays de la Loire,1900-01-01,
47.722377037,-1.692437687,ARON à GRAND-FOUGERAY,Ille-et-Vilaine,Bretagne,1900-01-01,
47.718217619,-1.412669737,CHERE à CHATEAUBRIANT,Loire-Atlantique,Pays de la Loire,1900-01-01,
47.898699989,-1.714115533,SEMNON à PLECHATEL,Ille-et-Vilaine,Bretagne,1900-01-01,
48.002674358,-1.773984776,VILAINE à GUICHEN,Ille-et-Vilaine,Bretagne,1900-01-01,
48.180841054,-1.779933408,FLUME à PACE,Ille-et-Vilaine,Bretagne,1900-01-01,
48.24980473,-1.485750605,ILLET à ERCE-PRES-LIFFRE,Ille-et-Vilaine,Bretagne,1900-01-01,
48.122928829,-1.562663068,VILAINE à CESSON-SEVIGNE,Ille-et-Vilaine,Bretagne,1900-01-01,
47.829096444,-2.073843257,AFF à QUELNEUC,Morbihan,Bretagne,1900-01-01,
47.981429822,-2.15837066,AFF à PAIMPONT,Ille-et-Vilaine,Bretagne,1900-01-01,
47.781943224,-2.398953054,CLAIE à PLEUCADEUC,Morbihan,Bretagne,1900-01-01,
47.919052744,-2.548761348,SEDON à GUEGON,Morbihan,Bretagne,1900-01-01,
47.994600132,-2.368830476,YVEL à LOYAT,Morbihan,Bretagne,1900-01-01,
47.98432352,-2.640424183,OUST à PLEUGRIFFET,Morbihan,Bretagne,1900-01-01,
47.845715752,-3.21382832,BLAVET à LANGUIDIC,Morbihan,Bretagne,1900-01-01,
47.900904096,-2.97459943,EVEL à GUENIN,Morbihan,Bretagne,1900-01-01,
48.007969392,-3.12891543,SARRE à MELRAND,Morbihan,Bretagne,1900-01-01,
47.905523176,-3.419371121,SCORFF à ARZANO,Finistère,Bretagne,1900-01-01,
47.904236321,-3.469039484,ELLE à ARZANO,Finistère,Bretagne,1900-01-01,
48.01443018,-3.473365051,ELLE à FAOUET (LE),Morbihan,Bretagne,1900-01-01,
47.92812716,-3.617907793,ISOLE à SAINT-THURIEN,Finistère,Bretagne,1900-01-01,
48.001662568,-3.894449126,JET à ELLIANT,Finistère,Bretagne,1900-01-01,
47.908587851,-4.242126216,RAU DE PONT L'ABBE À PLONEOUR-LANVERN,Finistère,Bretagne,1900-01-01,
48.29398627,-3.949421518,RAU DE KERAMBELLEC à BRASPARTS,Finistère,Bretagne,1900-01-01,
48.354181794,-3.872261349,ELLEZ À BRENNILIS,Finistère,Bretagne,1900-01-01,
48.340217197,-3.680214889,AULNE à LOCMARIA-BERRIEN,Finistère,Bretagne,1900-01-01,
48.386830998,-4.214745563,MIGNONNE à IRVILLAC,Finistère,Bretagne,1900-01-01,
48.469346252,-4.215671717,ELORN à PLOUEDERN,Finistère,Bretagne,1900-01-01,
48.647197572,-3.57786616,YAR à TREDUDER,Côtes-d'Armor,Bretagne,1900-01-01,
48.69510205,-3.422979224,LEGUER à PLOUBEZRE,Côtes-d'Armor,Bretagne,1900-01-01,
48.783522348,-3.253865215,GUINDY à PLOUGUIEL,Côtes-d'Armor,Bretagne,1900-01-01,
48.44175213,-3.095334004,TRIEUX à PLESIDY,Côtes-d'Armor,Bretagne,1900-01-01,
48.484665317,-2.568460959,GOUESSANT à COETMIEUX,Côtes-d'Armor,Bretagne,1900-01-01,
48.364760109,-2.249287372,ROSETTE à MEGRIT,Côtes-d'Armor,Bretagne,1900-01-01,
48.252007539,-2.333040437,RANCE à EREAC,Côtes-d'Armor,Bretagne,1900-01-01,
48.519484732,-1.5850451,RAU DE LA CHENELAIS à PLEINE-FOUGERES,Ille-et-Vilaine,Bretagne,1900-01-01,
48.427947305,-1.43589654,LOISANCE À SAINT-OUEN-LA-ROUERIE,Ille-et-Vilaine,Bretagne,1900-01-01,
48.369096241,-1.502999748,COUESNON à ROMAZY,Ille-et-Vilaine,Bretagne,1900-01-01,
46.34773251,-0.090319894,SEVRE NIORTAISE à EXOUDUN,Deux-Sèvres,Nouvelle-Aquitaine,1900-01-01,
